Category Code,Category Label
18103046,"Pork, kebab, marinated, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18103047,"Pork, leg roast, untrimmed, raw"
18103048,"Pork, leg roast, untrimmed, baked or roasted, no added fat"
18103057,"Pork, loin chop, fully-trimmed, raw"
18103058,"Pork, loin chop, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18103059,"Pork, loin chop, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, butter, dairy blend or margarine"
18103060,"Pork, loin chop, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, canola oil"
18103061,"Pork, loin chop, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, olive oil"
18103062,"Pork, loin chop, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, other oil"
18103063,"Pork, loin chop, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18103064,"Pork, loin chop, fully-trimmed, boiled, casseroled, microwaved, poached, steamed or stewed, no added fat"
18103066,"Pork, loin chop, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18103067,"Pork, loin chop, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, butter, dairy blend or margarine"
18103068,"Pork, loin chop, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, canola oil"
18103069,"Pork, loin chop, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, olive oil"
18103070,"Pork, loin chop, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, other oil"
18103071,"Pork, loin chop, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18103072,"Pork, loin chop, semi-trimmed, boiled, casseroled, microwaved, poached, steamed or stewed, no added fat"
18103073,"Pork, loin chop, untrimmed, raw"
18103074,"Pork, loin chop, untrimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18103075,"Pork, loin chop, untrimmed, baked, roasted, fried, grilled or BBQ'd, olive oil"
18103076,"Pork, loin chop, untrimmed, baked, roasted, fried, grilled or BBQ'd, other oil"
18103077,"Pork, loin cutlet, untrimmed, raw"
18103078,"Pork, loin cutlet, untrimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18103081,"Pork, loin roast, fully-trimmed, raw"
18103082,"Pork, loin roast, fully-trimmed, baked or roasted, no added fat"
18103083,"Pork, loin roast, fully-trimmed, boiled, casseroled, microwaved, poached, steamed, or stewed, no added fat"
18103084,"Pork, loin roast, semi-trimmed, raw"
18103085,"Pork, loin roast, semi-trimmed, baked or roasted, no added fat"
18103086,"Pork, loin roast, untrimmed, raw"
18103087,"Pork, loin roast, untrimmed, baked or roasted, no added fat"
18103090,"Pork, medallion or loin steak, fully-trimmed, raw"
18103091,"Pork, medallion or loin steak, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18103092,"Pork, medallion or loin steak, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18103093,"Pork, medallion or loin steak, untrimmed, raw"
18103094,"Pork, medallion or loin steak, untrimmed, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18103095,"Pork, mince, raw"
18103096,"Pork, mince, baked, roasted, fried or stir-fried, grilled or BBQ'd, no added fat"
18103097,"Pork, mince, baked, roasted, fried or stir-fried, grilled or BBQ'd, canola oil"
18103098,"Pork, mince, baked, roasted, fried or stir-fried, grilled or BBQ'd, olive oil"
18103099,"Pork, mince, baked, roasted, fried or stir-fried, grilled or BBQ'd, other oil"
18103100,"Pork, mince, baked, roasted, fried or stir-fried, grilled or BBQ'd, fat not further defined"
18103101,"Pork, mince, boiled, casseroled, microwaved, poached, steamed or stewed, no added fat"
18103102,"Pork, mince, boiled, casseroled, microwaved, poached, steamed or stewed, added fat not further defined"
18103103,"Pork, pickled, cooked, with or without added fat"
18103106,"Pork, round mini roast, fully-trimmed, raw"
18103107,"Pork, round mini roast, fully-trimmed, baked or roasted, no added fat"
18103108,"Pork, round mini roast, untrimmed, raw"
18103109,"Pork, round mini roast, untrimmed, baked or roasted, no added fat"
18103110,"Pork, round steak, fully-trimmed, raw"
18103111,"Pork, round steak, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18103112,"Pork, rump steak, fully-trimmed, raw"
18103113,"Pork, rump steak, fully-trimmed, baked, roasted, fried, grilled or BBQ'd no added fat"
18103114,"Pork, rump steak, untrimmed, raw"
18103115,"Pork, rump steak, untrimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18103118,"Pork, scotch roast, fully-trimmed, raw"
18103119,"Pork, scotch roast, fully-trimmed, baked or roasted, no added fat"
18103120,"Pork, scotch roast, untrimmed, raw"
18103121,"Pork, scotch roast, untrimmed, baked or roasted, no added fat"
18103122,"Pork, scotch roast, untrimmed, baked or roasted, fat not further defined"
18103123,"Pork, silverside steak, fully-trimmed, raw"
18103124,"Pork, silverside steak, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18103125,"Pork, silverside steak, untrimmed, raw"
18103126,"Pork, spare ribs, fully-trimmed, raw"
18103127,"Pork, spare ribs, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18103128,"Pork, spare ribs, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18103129,"Pork, spare ribs, fully-trimmed, boiled, casseroled, microwaved, poached, steamed, or stewed, no added fat"
18103130,"Pork, spare ribs, fully-trimmed, boiled, casseroled, microwaved, poached, steamed, or stewed, fat not further defined"
18103131,"Pork, spare ribs, semi-trimmed, raw"
18103132,"Pork, spare ribs, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18103133,"Pork, spare ribs, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18103134,"Pork, spare ribs, semi-trimmed, boiled, casseroled, microwaved, poached, steamed, or stewed, no added fat"
18103135,"Pork, spare ribs, untrimmed, raw"
18103136,"Pork, spare ribs, untrimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18103137,"Pork, spare ribs, untrimmed, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18103138,"Pork, spare ribs, untrimmed, boiled, casseroled, microwaved, poached, steamed or stewed, no added fat"
18103139,"Pork, spare ribs, untrimmed, boiled, casseroled, microwaved, poached, steamed or stewed, fat not further defined"
18103140,"Pork, spare ribs, marinated, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18103141,"Pork, strips, fully-trimmed, raw"
18103142,"Pork, strips, fully-trimmed, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat"
18103143,"Pork, topside steak, fully-trimmed, raw"
18103144,"Pork, topside steak, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18103145,"Pork, topside steak, untrimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18104,Veal
18104005,"Veal, cutlet, fully-trimmed, raw"
18104006,"Veal, cutlet, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18104007,"Veal, cutlet, fully-trimmed, breadcrumb coating, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18104008,"Veal, cutlet, semi-trimmed, raw"
18104009,"Veal, cutlet, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18104010,"Veal, cutlet, untrimmed, raw"
18104011,"Veal, cutlet, untrimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18104014,"Veal, diced, fully-trimmed, raw"
18104015,"Veal, diced, fully-trimmed, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat"
18104016,"Veal, diced, fully-trimmed, baked, roasted, fried, stir-fried, grilled or BBQ'd, fat not further defined"
18104017,"Veal, diced, fully-trimmed, boiled, casseroled, microwaved, poached, steamed, or stewed, no added fat"
18104018,"Veal, diced, untrimmed, raw"
18104019,"Veal, diced, untrimmed, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat"
18104022,"Veal, leg roast, fully-trimmed, raw"
18104023,"Veal, leg roast, fully-trimmed, baked or roasted, no added fat"
18104026,"Veal, leg steak, fully-trimmed, raw"
18104027,"Veal, leg steak, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18104028,"Veal, leg steak, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18104029,"Veal, leg steak, untrimmed, raw"
18104030,"Veal, leg steak, untrimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18104035,"Veal, loin chop, fully-trimmed, raw"
18104036,"Veal, loin chop, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18104038,"Veal, loin chop, untrimmed, raw"
18104039,"Veal, loin chop, untrimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18104040,"Veal, mince, untrimmed, raw"
18104043,"Veal, stir-fry strips, fully-trimmed, raw"
18104044,"Veal, stir-fry strips, fully-trimmed, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat"
18104045,"Veal, stir-fry strips, untrimmed, raw"
18104046,"Veal, stir-fry strips, untrimmed, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat"
182,Mammalian game meats
18201,Kangaroo
18201001,"Kangaroo, loin fillet, raw"
18201002,"Kangaroo, loin fillet, baked, roasted, fried, grilled or BBQ'd, no added fat"
18201003,"Kangaroo, loin fillet, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18201004,"Kangaroo, loin fillet, boiled, casseroled, microwaved, poached, steamed or stewed, fat not further defined"
18201005,"Kangaroo, rump, raw"
18201006,"Kangaroo, rump, baked, roasted, fried, grilled or BBQ'd, no added fat"
18201008,"Kangaroo, tail, cooked"
18202,Other mammalian game
18202001,"Buffalo, riverine, cube roll, raw"
18202002,"Buffalo, riverine, topside, raw"
18202003,"Buffalo, swamp, cube roll, raw"
18202004,"Buffalo, swamp, topside, raw"
18202005,"Camel, cube roll, raw"
18202006,"Camel, rump, raw"
18202009,"Goat, flesh, raw"
18202010,"Goat, cooked, with or without added fat"
18202011,"Rabbit, farmed, whole, raw"
18202012,"Rabbit, flesh, boiled, casseroled, microwaved, poached, steamed, or stewed, no added fat"
18202013,"Venison, diced, lean, raw"
18202014,"Venison, diced, lean, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat"
18202015,"Venison, leg medallion, lean, raw"
18202016,"Venison, leg medallion, lean, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat"
18202017,"Venison, leg medallion, lean, baked, roasted, fried, stir-fried, grilled or BBQ'd, fat not further defined"
18202018,"Venison, mince, premium, raw"
18202019,"Venison, mince, premium, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat"
18202020,"Venison, stir fry strips, lean, raw"
18202021,"Venison, stir fry strips, lean, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat"
183,Poultry and feathered game
18301,Chicken
18301001,"Chicken, barbecued, with skin, commercial"
18301002,"Chicken, barbecued, without skin, commercial"
18301003,"Chicken, breast, flesh, raw"
18301004,"Chicken, breast, flesh, baked or roasted, no added fat"
18301005,"Chicken, breast, flesh, grilled or BBQ'd, no added fat"
18301006,"Chicken, breast, flesh, fried or stir-fried, no added fat"
18301007,"Chicken, breast, flesh, baked, roasted, fried, stir-fried, grilled or BBQ'd, butter, dairy blend, margarine spread"
18301008,"Chicken, breast, flesh, baked, roasted, fried, stir-fried, grilled or BBQ'd, canola oil"
18301009,"Chicken, breast, flesh, baked, roasted, fried, stir-fried, grilled or BBQ'd, olive oil"
18301010,"Chicken, breast, flesh, baked, roasted, fried, stir-fried, grilled or BBQ'd, other oil"
18301011,"Chicken, breast, flesh, baked, roasted, fried, stir-fried, grilled or BBQ'd, fat not further defined"
18301012,"Chicken, breast, flesh, boiled, casseroled, microwaved, poached, steamed or stewed, no added fat"
18301013,"Chicken, breast, flesh, boiled, casseroled, microwaved, poached, steamed or stewed, fat not further defined"
18301014,"Chicken, breast, flesh, smoked, no added fat"
18301015,"Chicken, breast, flesh, skin & fat, raw"
18301016,"Chicken, breast, flesh, skin & fat, baked, roasted, fried, grilled or BBQ'd, no added fat"
18301017,"Chicken, breast, flesh, skin & fat, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18301018,"Chicken, breast, flesh, skin & fat, boiled, casseroled, microwaved, poached, steamed or stewed, with or without added fat"
18301019,"Chicken, drumstick, flesh, raw"
18301020,"Chicken, drumstick, flesh, baked, roasted, fried, grilled or BBQ'd, no added fat"
18301021,"Chicken, drumstick, flesh, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18301022,"Chicken, drumstick, flesh, boiled, casseroled, microwaved, poached, steamed or stewed, no added fat"
18301023,"Chicken, drumstick, flesh, boiled, casseroled, microwaved, poached, steamed or stewed, fat not further defined"
18301024,"Chicken, drumstick, flesh, skin & fat, raw"
18301025,"Chicken, drumstick, flesh, skin & fat, baked, roasted, fried, grilled or BBQ'd, no added fat"
18301026,"Chicken, drumstick, flesh, skin & fat, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18301027,"Chicken, drumstick, flesh, skin & fat, boiled, casseroled, microwaved, poached, steamed or stewed, with or without added fat"
18301028,"Chicken, drumstick, flesh, skin & fat, marinated, baked, roasted, fried, grilled or BBQ'd, no added fat"
18301029,"Chicken, feet, boiled, casseroled, microwaved, poached or steamed, with or without added fat"
18301030,"Chicken, fillet or kebab, flesh, raw"
18301031,"Chicken, fillet or kebab, flesh, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat, no added marinade"
18301032,"Chicken, fillet or kebab, flesh, baked, roasted, fried, stir-fried, grilled or BBQ'd, butter or dairy blend, no added marinade"
18301033,"Chicken, fillet or kebab, flesh, baked, roasted, fried, stir-fried, grilled or BBQ'd, canola oil, no added marinade"
18301034,"Chicken, fillet or kebab, flesh, baked, roasted, fried, stir-fried, grilled or BBQ'd, olive oil, no added marinade"
18301035,"Chicken, fillet or kebab, flesh, baked, roasted, fried, stir-fried, grilled or BBQ'd, other oil, no added marinade"
18301036,"Chicken, fillet or kebab, flesh, baked, roasted, fried, stir-fried, grilled or BBQ'd, fat not further defined, no added marinade"
18301037,"Chicken, fillet or kebab, flesh, boiled, steamed, poached, stewed, casseroled or microwaved, with or without added fat, no added marinade"
18301038,"Chicken, fillet or kebab, flesh, skin & fat, raw"
18301039,"Chicken, fillet or kebab, flesh, skin & fat, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat, no added marinade"
18301040,"Chicken, fillet or kebab, flesh, skin & fat, baked, roasted, fried, stir-fried, grilled or BBQ'd, fat not further defined, no added marinade"
18301041,"Chicken, fillet or kebab, flesh, skin & fat, boiled, casseroled, microwaved, poached, steamed or stewed, with or without added fat, no added marinade"
18301042,"Chicken, fillet or kebab, raw, not further defined"
18301043,"Chicken kebab, marinated, baked, roasted, fried, grilled or BBQ'd, no added fat"
18301044,"Chicken kebab, marinated, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18301045,"Chicken, maryland, flesh, raw"
18301046,"Chicken, maryland, flesh, baked, roasted, fried, grilled or BBQ'd, no added fat"
18301047,"Chicken, maryland, flesh, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18301048,"Chicken, maryland, flesh, skin & fat, raw"
18301049,"Chicken, maryland, flesh, skin & fat, baked, roasted, fried, grilled or BBQ'd, no added fat"
18301050,"Chicken, maryland, flesh, skin & fat, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18301051,"Chicken, maryland, flesh, skin & fat, boiled, casseroled, microwaved, poached, steamed or stewed, with or without added fat"
18301052,"Chicken, mince, raw"
18301053,"Chicken, mince, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat"
18301054,"Chicken, mince, baked, roasted, fried, stir-fried, grilled or BBQ'd, fat not further defined"
18301055,"Chicken, thigh, flesh, raw"
18301056,"Chicken, thigh, flesh, baked, roasted, fried, grilled or BBQ'd, no added fat"
18301057,"Chicken, thigh, flesh, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18301058,"Chicken, thigh, flesh, boiled, casseroled, microwaved, poached, steamed or stewed, with or without added fat"
18301059,"Chicken, thigh, flesh, skin & fat, raw"
18301060,"Chicken, thigh, flesh, skin & fat, baked, roasted, fried, grilled or BBQ'd, no added fat"
18301061,"Chicken, thigh, flesh, skin & fat, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
